DateTime,active,reactive,intensity,Sub1,Sub2,Sub3
13/01/2008 04:00,123.334,4.214,505.6,0,13,708
13/01/2008 05:00,81.004,3.206,328,0,0,0
13/01/2008 06:00,82.604,5.128,336.4,0,34,0
13/01/2008 07:00,80.472,3.21,328.6,0,0,0
13/01/2008 08:00,30.534,2.816,134,0,0,0
13/01/2008 09:00,94.268,7.474,396.4,0,35,0
13/01/2008 10:00,59.966,3.768,257,0,0,339
13/01/2008 11:00,108.05,6.522,458,959,0,527
13/01/2008 12:00,141.34,18.318,617.8,1587,53,0
13/01/2008 13:00,136.872,8.648,585.4,1029,0,686
13/01/2008 14:00,73.944,5.594,323.2,321,0,284
13/01/2008 15:00,30.996,7.614,140.6,0,41,0
13/01/2008 16:00,47.966,3.702,207.8,0,5,0
13/01/2008 17:00,115.352,2.586,489.8,0,0,0
13/01/2008 18:00,247.294,9.508,1057.6,426,25,851
13/01/2008 19:00,223.824,13.874,955.8,521,32,992
13/01/2008 20:00,175.064,3.786,745.8,0,0,718
13/01/2008 21:00,136.978,4.734,578.4,0,0,0
13/01/2008 22:00,36.528,8.58,155.2,0,46,0
13/01/2008 23:00,15.984,3.032,71,0,0,0
14/01/2008 00:00,17.744,4.648,79,0,0,0
14/01/2008 01:00,17.464,4.408,76.6,0,19,0
14/01/2008 02:00,17.368,4.264,74.2,0,24,0
14/01/2008 03:00,40.536,4.026,167,0,0,383
14/01/2008 04:00,28.404,2.694,118.6,0,0,200
14/01/2008 05:00,18.696,6.12,80.8,0,48,0
14/01/2008 06:00,37.832,2.968,162.4,0,0,0
14/01/2008 07:00,124.206,3.252,521.6,0,0,1038
14/01/2008 08:00,155.768,4.742,657.2,0,35,1033
14/01/2008 09:00,112.596,3.736,474.6,0,8,1043
14/01/2008 10:00,91.53,3.13,383.8,0,0,1051
14/01/2008 11:00,89.228,2.882,374,0,9,1047
14/01/2008 12:00,92.586,6.198,388.8,0,45,1054
14/01/2008 13:00,90.006,3.222,377.2,0,0,1044
14/01/2008 14:00,44.4,3.034,192.2,0,0,306
14/01/2008 15:00,28.968,5.396,133.6,0,36,0
14/01/2008 16:00,27.73,3.938,126,0,7,0
14/01/2008 17:00,38.192,2.87,170,0,0,0
14/01/2008 18:00,67.456,4.08,291,0,19,0
14/01/2008 19:00,180.452,14.484,774.6,629,37,0
14/01/2008 20:00,308.212,7.324,1334.4,2354,0,789
14/01/2008 21:00,284.712,7.53,1218.2,2460,0,419
14/01/2008 22:00,66.99,11.766,296.4,473,52,0
14/01/2008 23:00,43.856,3.398,188.8,2,0,331
15/01/2008 00:00,43.894,2.764,188.8,0,0,340
15/01/2008 01:00,24.612,3.916,114.8,0,14,0
15/01/2008 02:00,25.676,5.606,119.6,0,31,0
15/01/2008 03:00,23.182,2.294,108.4,0,0,0
15/01/2008 04:00,23.22,2.144,109.2,0,0,0
15/01/2008 05:00,26.846,6.908,125.2,0,51,0
15/01/2008 06:00,70.58,2.3,306.8,0,0,226
15/01/2008 07:00,144.93,3.014,610.4,0,0,1041
15/01/2008 08:00,133.878,6.526,565.4,0,32,1039
15/01/2008 09:00,88.862,5.346,368,0,21,1071
15/01/2008 10:00,93.204,3.362,386,0,92,1071
15/01/2008 11:00,159.864,3.252,667.6,0,898,1058
15/01/2008 12:00,314.236,13.442,1336,782,2532,1036
15/01/2008 13:00,221.294,6.608,938,0,1747,1038
15/01/2008 14:00,196.394,5.652,819,0,1215,1067
15/01/2008 15:00,128.524,6.612,530.6,0,79,1081
15/01/2008 16:00,114.768,3.406,474.6,0,10,1074
15/01/2008 17:00,123.79,4.09,518,0,32,1051
15/01/2008 18:00,157.07,4.818,666.2,0,45,207
15/01/2008 19:00,101.076,3.412,434.2,0,9,0
15/01/2008 20:00,99.766,3.448,423,0,11,0
15/01/2008 21:00,151.542,7.488,641.4,0,64,220
15/01/2008 22:00,141.28,3.624,587.4,0,0,1071
15/01/2008 23:00,78.424,3.112,324.8,0,0,821
16/01/2008 00:00,29.662,7.268,134.2,0,51,0
16/01/2008 01:00,27.42,3.572,125,0,2,0
16/01/2008 02:00,26.292,2.476,119.2,0,0,0
16/01/2008 03:00,27.918,4.522,127.8,0,19,0
16/01/2008 04:00,28.844,6.004,132.2,0,37,0
16/01/2008 05:00,26.676,2.9,121.2,0,0,0
16/01/2008 06:00,67.236,2.564,287.8,0,0,246
16/01/2008 07:00,153.316,6.366,645.8,0,44,1046
16/01/2008 08:00,119.054,3.364,499.2,0,0,1046
16/01/2008 09:00,93.786,2.742,391.2,0,0,1054
16/01/2008 10:00,94.172,4.83,396.2,0,29,1051
16/01/2008 11:00,113.066,7.38,479.4,0,335,1046
16/01/2008 12:00,107.688,8.526,453,0,68,1043
16/01/2008 13:00,169.736,5.158,716.2,0,1052,1041
16/01/2008 14:00,196.12,13.402,825.8,451,1602,556
16/01/2008 15:00,47.174,3.586,201.2,127,36,0
16/01/2008 16:00,75.25,3.566,319.4,584,35,0
16/01/2008 17:00,42.386,7.736,187.6,0,67,0
16/01/2008 18:00,89.756,4.46,385.8,0,1,0
16/01/2008 19:00,119.624,3.458,510.6,0,0,0
16/01/2008 20:00,150.54,13.492,646.6,0,35,0
16/01/2008 21:00,179.688,4.132,764.2,0,17,776
16/01/2008 22:00,124.636,4.098,518.6,0,0,486
16/01/2008 23:00,25.812,3.328,112,0,0,0
17/01/2008 00:00,25.064,7.01,111.4,0,54,0
17/01/2008 01:00,22.454,3.77,99,0,0,0
17/01/2008 02:00,21.89,3.448,96.8,0,0,0
17/01/2008 03:00,23.478,5.208,104,0,29,0
17/01/2008 04:00,23.134,5.12,102.6,0,14,0
17/01/2008 05:00,30.552,3.606,132.2,0,0,156
17/01/2008 06:00,85.082,4.448,358.6,0,8,626
17/01/2008 07:00,63.056,7.816,271,0,43,133
17/01/2008 08:00,180.72,2.474,765,488,0,1036
17/01/2008 09:00,117.852,2.11,493,519,0,1048
17/01/2008 10:00,86.726,5.61,362,0,43,1044
17/01/2008 11:00,84.31,2.96,348.2,0,0,1057
17/01/2008 12:00,86.988,3.42,357.2,0,0,1076
17/01/2008 13:00,77.736,5.38,320.6,0,28,904
17/01/2008 14:00,32.192,5.22,146,0,25,0
17/01/2008 15:00,27.898,4.988,125.8,0,0,0
17/01/2008 16:00,30.45,3.94,132.4,0,0,0
17/01/2008 17:00,33.93,7.202,149.2,0,54,0
17/01/2008 18:00,54.824,5.938,234.2,0,0,0
17/01/2008 19:00,133.304,9.834,567,0,0,594
17/01/2008 20:00,166.138,3.992,707.4,0,33,983
17/01/2008 21:00,84.856,6.774,363,0,18,0
17/01/2008 22:00,50.196,3.162,215.6,0,0,0
17/01/2008 23:00,29.452,3.288,126.6,0,1,0
18/01/2008 00:00,26.42,7.22,118.6,0,52,0
18/01/2008 01:00,22.084,3.024,98,0,0,0
18/01/2008 02:00,22.532,3.536,103,0,0,0
18/01/2008 03:00,25.27,5.994,113,0,42,0
18/01/2008 04:00,64.238,3.714,272.2,0,9,688
18/01/2008 05:00,22.01,3.186,103.8,0,0,0
18/01/2008 06:00,62.022,4.224,269,0,4,0
18/01/2008 07:00,153.594,6.238,644.8,0,38,693
18/01/2008 08:00,183.672,3.344,775.4,510,0,1033
18/01/2008 09:00,124.566,3.344,528.4,524,0,1026
18/01/2008 10:00,86.828,6.488,365.4,0,51,1034
18/01/2008 11:00,85.332,3.288,357.8,0,0,1042
18/01/2008 12:00,86.276,3.754,360,0,0,1060
18/01/2008 13:00,63.984,5.556,269.4,0,36,602
18/01/2008 14:00,99.006,5.418,408.8,0,7,1087
18/01/2008 15:00,90.488,3.534,374.4,0,0,1085
18/01/2008 16:00,90.92,4.698,375.8,0,32,1077
18/01/2008 17:00,98.242,5.358,411,0,11,1047
18/01/2008 18:00,149.066,5.386,627.4,0,0,1030
18/01/2008 19:00,212.284,5.352,903.6,0,481,1020
18/01/2008 20:00,112.282,5.816,482.6,0,40,230
18/01/2008 21:00,112.154,9.058,486.2,0,0,0
18/01/2008 22:00,124.38,5.402,522.8,0,11,542
18/01/2008 23:00,69.338,6.358,291,0,32,687
19/01/2008 00:00,15.958,2.56,71,0,0,0
19/01/2008 01:00,28.528,6.472,125.4,0,15,0
19/01/2008 02:00,17.786,4.932,75.8,0,30,0
19/01/2008 03:00,17.458,3.302,75,0,0,0
19/01/2008 04:00,18.27,5.17,78.4,0,15,0
19/01/2008 05:00,17.708,4.81,74.6,0,30,0
19/01/2008 06:00,49.47,2.984,202.8,0,0,527
19/01/2008 07:00,49.416,4.158,206.4,0,16,154
19/01/2008 08:00,158.196,7.026,675.8,0,1382,0
19/01/2008 09:00,147.13,5.916,623.4,0,2011,89
19/01/2008 10:00,75.202,8.006,316.8,0,228,735
19/01/2008 11:00,22.326,3.362,100.8,0,37,0
19/01/2008 12:00,188.156,16.604,802.4,963,1348,271
19/01/2008 13:00,158.984,14.176,679.8,531,790,877
19/01/2008 14:00,123.688,3.856,514.6,927,0,855
19/01/2008 15:00,25.782,7.742,112.2,100,43,0
19/01/2008 16:00,17.468,4.18,74.2,0,10,0
19/01/2008 17:00,185.366,3.378,787.4,0,0,658
19/01/2008 18:00,154.802,6.66,656.4,0,50,1020
19/01/2008 19:00,172.136,5.968,724.2,0,6,1034
19/01/2008 20:00,157.844,4.354,666.2,0,0,1030
19/01/2008 21:00,79.678,2.184,333.8,0,39,765
19/01/2008 22:00,30.932,3.122,133.4,0,4,0
19/01/2008 23:00,68.022,4.06,282.8,0,0,0
20/01/2008 00:00,50.734,10.992,216.6,0,52,0
20/01/2008 01:00,19.402,3.694,82.8,0,3,0
20/01/2008 02:00,17.706,3.234,73.8,0,0,0
20/01/2008 03:00,20.2,7.338,88.8,0,40,0
20/01/2008 04:00,19.564,4.528,83.4,0,15,19
20/01/2008 05:00,53.172,3.21,218,0,0,593
20/01/2008 06:00,18.91,4.992,81.2,0,23,0
20/01/2008 07:00,18.318,4.752,78.4,0,21,0
20/01/2008 08:00,37.052,5.692,160.4,0,0,0
20/01/2008 09:00,26.578,4.846,115.6,0,30,0
20/01/2008 10:00,44.936,4.436,198.6,0,13,277
20/01/2008 11:00,128.688,5.17,543.4,762,0,1040
20/01/2008 12:00,51.366,14.802,237,0,43,22
20/01/2008 13:00,95.57,9.518,404.6,0,12,541
20/01/2008 14:00,107.44,7.344,448,0,0,1066
20/01/2008 15:00,67.068,7.216,283.2,0,31,74
20/01/2008 16:00,81.112,5.594,340.6,0,12,0
20/01/2008 17:00,159.38,4.088,678.2,0,0,570
20/01/2008 18:00,157.338,5.876,667.2,0,42,0
20/01/2008 19:00,136.79,5.252,593.8,248,0,330
20/01/2008 20:00,186.03,3.278,792.2,765,0,408
20/01/2008 21:00,131.024,5.93,554,0,43,0
20/01/2008 22:00,81.252,3.26,341.8,0,0,0
20/01/2008 23:00,30.738,3.572,132.8,0,0,0
21/01/2008 00:00,26.216,8.012,119,0,44,0
